frame_id,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_var,mfcc19_var,mfcc20_var,genre
hIUjtcnk.20,0.425864,0.088352874,0.2122721,0.009292245,2470.819845854033,1170165.484101872,3105.792538197448,640751.2584519859,4828.075026652452,5437158.382822161,0.0511550089952025,0.0011379074188318,0.000251753,0.011236157,119.6808510638298,-129.63315,155.07196,-32.034092,28.130968,-2.0574877,13.082561,-4.750029,15.781989,3.2130659,-2.176528,3.7949362,13.866123,-2.4973383,0.36415288,-0.310234,2.0165763,-4.146813,2.32409,1.6605376,3.146842,4190.6826,1037.8107,515.0844,205.03088,242.8637,133.90036,153.00526,95.031,153.72997,100.97068,76.89461,118.00455,59.01124,58.476036,74.23819,68.02961,85.96699,79.086,83.9772,67.37721,pop
ShryWf6b.30,0.44734162,0.09879091,0.048495512,0.0013979684,4122.993484267561,1341573.8383502956,3484.6621403050663,181030.9479754385,7849.213752665245,3141684.930772351,0.1231509861407249,0.0034401130462955,8.171742e-05,0.0012276176,165.44117647058823,-226.54147,108.6053,-65.96756,38.60419,-39.260567,12.692537,-16.577639,4.0789976,-6.0556536,0.03064108,1.2833778,-5.8607044,-2.0357552,-10.623258,4.0836024,-1.6879812,8.417832,3.4004178,6.838082,2.9529264,3807.3965,724.0659,503.25534,719.7637,139.12659,250.0674,104.19795,93.50165,53.79983,71.44851,52.698307,117.283905,92.35887,70.6696,41.94653,59.101284,73.96016,92.85145,79.67969,82.77197,gabber
gJ1ahyqq.12,0.4721121,0.09336723,0.2172479,0.012568543,2612.920240585345,939677.1375237426,2798.0229588964844,287463.9145812449,5449.4936034115135,2842890.6496625748,0.0538587753198294,0.0010720260140212,-1.4810936e-05,0.015621985,119.6808510638298,-137.5458,150.91641,-40.87745,73.45061,0.14011566,5.2523,9.96723,3.976726,5.411438,-1.2110424,-0.5487782,-4.8178773,-5.2046814,-6.3125634,-1.312729,-6.769423,-6.7437367,-0.7591134,-2.0954225,-1.5524665,2284.032,826.22455,505.31964,376.74756,350.35532,239.4404,154.30054,104.51244,80.09155,115.944664,98.850716,75.685776,87.00469,82.25198,51.440197,56.151703,58.755047,72.66125,40.13486,36.94453,hiphop
w5wpJC6p.46,0.244663,0.09132837,0.007589914,7.429081e-05,3177.887157310296,6297166.003376224,3230.7745181257906,4171304.37802705,6368.926495016612,28061563.604387306,0.0695338455149501,0.0042041199955789,1.6121642e-06,4.016341e-06,133.92857142857142,-595.352,123.21488,-35.825302,9.194864,3.0072842,-5.238837,-5.6926537,-0.9854722,-3.8835728,-9.344602,-2.5918405,2.9970984,-5.841755,-9.3181505,-0.8802549,-4.4086685,-9.3172,-5.7904134,0.39793235,-3.284078,29180.445,6083.666,1252.7645,272.569,54.13167,95.14696,48.515022,37.35263,18.982895,54.424362,24.905977,20.124138,51.40723,63.01642,17.830662,34.08098,78.25563,83.218895,86.158424,95.91075,hiphop
kICGPKdF.24,0.61078393,0.069994636,0.20286904,0.005859257,3076.227267152905,1660724.9244910649,3851.591399733273,555077.1123353472,6697.877798507463,7434567.115355641,0.0411603394856076,0.0011824025293596,-6.962916e-05,0.009223405,93.75,-136.67,132.53592,-17.989681,45.45761,-4.9491158,32.143734,-3.8900917,11.627565,1.579973,14.156302,-4.3338284,3.603396,4.7318993,7.24172,-0.7703057,8.552692,4.119023,5.120948,2.1920822,4.546954,3648.935,793.63086,287.03366,292.35605,292.6292,127.6129,129.47412,72.581406,99.14977,81.82473,94.30534,88.57256,93.83351,67.89747,55.25054,60.61718,67.16368,46.295242,62.72548,47.088627,hiphop
vEw3iiPY.28,0.5713374,0.083590634,0.31125203,0.027791569,3260.994894587144,1565669.7412432618,3833.516404180994,550529.5376405255,7033.398853944563,6652443.113428523,0.0450676305970149,0.0013459344962284,7.55726e-05,0.008739654,125.0,-126.52372,104.916664,-32.33692,42.238613,-7.3018045,30.662231,0.22433192,14.510819,4.808066,8.79875,3.7796092,6.497626,8.236557,12.571317,11.602445,10.010561,4.7838016,4.2997546,-0.76232624,1.1431092,3261.8762,1216.278,798.5588,847.173,213.1893,250.93936,103.05174,217.75847,82.38321,170.86697,84.46081,131.94968,87.3237,149.16948,115.307076,117.1447,71.44195,87.69814,93.01584,74.35812,house
ECRri4Tp.10,0.3083526,0.087233506,0.11946623,0.0019275352,1357.1050333199255,57569.51642146646,1456.711384874763,64805.28673440796,2844.382995735608,332583.6794736482,0.0460962486673773,0.000358576981863,1.7553489e-06,0.0003615976,137.1951219512195,-248.174,227.6802,-38.940117,14.935199,29.322615,-13.919002,-3.475197,-7.3479285,-10.543108,-8.188302,-7.1556134,-1.5682197,-9.923039,-9.537792,2.4215922,4.077388,3.9397163,5.7815146,4.98933,-2.8180523,513.752,137.00215,197.30461,70.06321,54.13962,41.574577,33.90986,25.736341,40.86138,36.955173,33.060936,37.879955,28.244274,24.613768,28.99875,50.255074,54.79579,37.286285,25.974703,80.45262,gabber
39jbCRg2.25,0.35866463,0.084809475,0.23152918,0.0019357409,2380.8056300111275,178925.39636190314,2711.8531199183776,204104.22673575967,4724.030517057569,1398303.8131928428,0.0524272471348614,0.0001181373950154,1.574417e-06,0.0054145353,140.625,-88.06977,177.45033,-61.096313,43.52928,-16.189972,26.999063,-12.797639,8.38493,-0.585126,-3.9449651,8.295271,-5.903967,7.5411215,0.40165713,4.879706,-4.8426886,0.7794618,-3.7775152,1.4579293,-5.456506,501.92978,283.17737,107.62519,168.64594,215.45363,95.51189,83.56623,51.411354,52.38387,47.316948,45.321808,39.26808,50.663387,60.641094,43.301273,35.992744,47.791637,59.042862,27.595404,46.507736,metal
Nrlsc0wx.3,0.4747358,0.09199359,0.06262816,0.0030164004,3488.6154005310405,2037457.7103154133,2617.999759094452,642902.4076917311,6145.822228144989,5635645.421855323,0.1118465984808102,0.0035804061273639,-7.58394e-06,0.0007165173,125.0,-250.37761,121.7478,-64.86987,44.473553,0.4187324,-7.6735067,-10.054981,-1.6660128,-2.7048876,-6.253134,-1.1475663,0.3017466,1.6681849,3.1429121,3.2568674,0.9279728,2.9313037,-0.9048066,-0.36781216,1.1107655,9595.821,4100.473,158.53468,929.00214,160.20592,601.5433,41.7616,189.61948,49.005795,76.05188,67.88492,67.39876,46.577576,25.839502,74.87487,63.61243,44.33885,35.71466,50.177834,33.378567,pop
RxxzkfMY.31,0.67007416,0.04818899,0.49594393,0.007962669,3752.422489680744,174205.75979729384,4688.799172119505,48039.25290067651,8552.288779317698,604553.8456027077,0.0398506213352878,0.0003474572813696,-0.00086242903,0.016571082,148.02631578947367,4.5243926,120.07732,-14.663508,44.954685,-8.828834,19.513418,-6.7420735,12.1939745,-5.6821012,17.222227,-0.82244617,14.661499,-1.4648286,13.511095,-4.199949,11.83431,-1.7291946,9.98666,-3.7823224,6.6877365,241.2618,64.86178,53.118263,39.468216,92.04938,68.176544,74.61089,38.385662,58.061817,38.560085,32.284084,23.769827,21.913576,26.417145,23.61774,25.787476,25.466314,25.645887,28.636992,28.788038,hardstyle
fym1q9qe.34,0.20977783,0.08620401,9.052405e-05,3.281818e-09,6676.172948023052,2012350.4499776228,7019.464122970976,180898.84364963867,16363.91129032258,3195140.3186174887,0.0874259702620967,0.0014395746678641,-6.096763e-09,1.8727338e-10,133.92857142857142,-858.7871,80.63981,14.685138,-22.40359,-29.241253,-23.058224,-17.820158,-3.681396,-10.264128,-2.68519,-4.6741295,12.051982,-1.592064,2.785964,-10.18361,-0.79325986,-9.938349,-3.1807482,-11.680738,-8.638487,659.9406,364.06763,25.66523,30.275246,25.314257,41.145164,17.097086,16.74951,14.008119,28.658392,19.357056,22.72982,17.165474,26.403269,21.492487,11.526109,12.841878,10.289998,15.517817,17.218126,house
RszQ6yPZ.52,0.4274707,0.071238756,0.20955354,0.003790656,1410.099065857177,318165.6749243264,1822.85752429976,478860.67785324965,2914.345682302772,1912879.0665545184,0.0326742404051172,0.0001714701118396,9.250219e-06,0.0017510615,119.6808510638298,-177.46228,224.43256,-29.17024,26.441973,-2.829534,2.0680933,-0.75271523,9.8473,-6.7004766,-10.06636,17.587032,-0.07916393,-0.544037,14.146849,4.397967,0.41998214,-0.03709428,3.261331,2.9164689,-4.5695953,4104.6987,810.0189,504.39896,810.71326,503.9622,125.3726,73.00621,200.95238,49.60083,63.499325,239.75122,44.580067,65.9945,116.58667,35.66238,35.87262,49.731586,28.127449,37.207207,51.12894,metal
sghO84n3.13,0.50212824,0.078945935,0.1750263,0.0036155486,2547.732684193781,226746.1538549825,2720.898763443391,110758.2525967855,4588.7526652452025,1026433.051115631,0.0622688732675906,0.0004474333440034,5.4882107e-06,0.006548232,122.28260869565216,-110.20836,164.5726,-72.48957,33.78967,-4.9709406,20.453304,-11.205692,6.7656016,-4.9998183,9.517137,-3.455025,1.9493872,-4.34323,-4.566677,3.9865317,-9.329477,4.804643,-6.974428,3.2537985,-2.8465273,406.42056,395.63834,182.0343,233.35306,199.1504,166.1166,170.61484,194.72168,138.56734,58.88833,42.64849,56.15736,48.606598,49.01512,67.89728,53.932144,41.16697,37.630985,32.042206,30.039625,metal
Iwc1rGRL.11,0.45611116,0.07865913,0.35668248,0.01512617,3488.680753545375,1036001.8417416908,4281.389530099019,331561.46145806764,8057.052905117271,5650938.120293732,0.0503314898720682,0.0012782865907711,-0.0002387497,0.014144855,130.8139534883721,-54.847565,124.334236,-21.774155,38.65864,-9.571663,25.660358,-10.170264,22.264042,-6.318682,9.331488,6.003481,13.093933,-6.212634,12.503746,-4.9817295,9.984005,-3.0906339,4.0488667,-4.8844795,3.3005657,1713.8601,473.53522,157.10715,163.03735,102.498886,81.0405,108.75103,78.71802,81.08074,73.305305,118.34945,50.695385,59.05179,59.30086,50.695732,50.665436,41.566647,55.599873,49.49222,64.07574,pop
5RKyKwaN.63,0.47882178,0.081061706,0.17609765,0.0023126155,3986.938170251256,2120008.17623482,4038.268511779416,622774.5104735079,8263.84261727079,6848213.321187832,0.0859926789045842,0.0030162649676545,-0.00016195475,0.007016111,102.27272727272728,-90.60449,124.21485,-26.877716,44.14521,-26.43795,22.382086,-16.41107,6.71321,-1.1562765,7.4836855,-9.8154335,6.637567,2.167481,5.994048,-5.3331566,7.001188,-1.420133,2.2731996,-1.6270378,4.10868,1043.2874,966.27814,536.7483,215.5892,171.54398,176.89223,143.51253,118.27524,113.74718,84.20455,85.47704,80.8469,91.246,72.94035,68.992386,54.326187,45.40235,52.837223,49.830364,37.99317,hiphop
dpScRCMJ.52,0.5253895,0.067819215,0.01765395,0.00026649798,3895.113286904875,419541.0679964564,4334.290324241518,344393.1448420648,8703.408182302772,2683205.7256696564,0.0662146855010661,0.0007176449112631,7.941373e-07,0.00012160779,148.02631578947367,-349.24695,106.859474,-17.88179,45.961227,-2.8206468,16.215149,3.3369122,16.83959,-1.0281562,4.1784644,6.484614,3.780968,0.0625011,0.26248002,6.5451155,2.8337762,1.2093667,0.82203764,0.88306916,-2.0899043,6775.0337,306.0813,403.28308,208.11758,186.9035,97.96615,81.43983,56.203636,65.29711,46.47617,66.594315,80.3054,81.62649,35.33503,42.110825,38.932243,31.223927,27.878807,29.470526,40.540314,reggae
JS1yoIkm.19,0.45557022,0.0698818,0.101939216,0.0006960258,817.6272513799411,219174.3037851702,1168.9233010665318,367156.1466859851,1562.516657782516,1103896.5413586458,0.0164058335554371,7.590487041902877e-05,-2.2420209e-05,0.0013230704,144.23076923076923,-289.9513,233.18584,6.706266,1.3949443,23.498436,12.523765,4.63473,7.772358,3.325024,1.5882072,3.7393718,1.9881703,0.5706372,0.90717524,0.36744276,-1.0694475,1.3935219,2.5350063,3.5264637,3.0835109,2534.9307,683.764,708.42755,560.8335,175.68153,52.64035,54.83652,30.884058,20.071941,25.86798,16.14897,27.126495,26.289833,16.226759,19.496323,23.307108,26.835688,25.846453,18.167477,25.188597,techno
UwQp3CoN.13,0.60166436,0.05835386,0.28318223,0.0057020956,2809.186754987181,1436857.6017705128,3543.7223774903496,437839.867995282,6027.38539445629,6541467.888567995,0.0426106076759061,0.0014637465591039,7.428837e-06,0.008458675,122.28260869565216,-101.83505,142.8749,-28.157907,42.451336,-12.050321,33.91717,0.6265671,13.419195,7.4387627,7.2233386,3.7491734,8.9278755,2.2156382,6.567133,1.885707,5.909336,-0.4909068,0.6033893,2.0864902,4.6091065,3521.4846,1144.0077,391.65048,338.63913,219.9335,131.44469,110.8765,112.0302,156.00078,98.272064,66.58973,76.78712,111.34658,82.00857,62.60721,50.95741,49.982624,63.164314,61.981903,37.110577,pop
c1c4WRb6.31,0.54232895,0.11519034,0.62362593,0.03771704,5465.022739383479,3557437.699418702,5484.9571943382125,579055.0797682165,12034.231743070362,10194966.41925124,0.0588873434168443,0.0026584771849872,-0.0012193837,0.015715463,104.16666666666669,-9.0376625,73.40164,-2.471981,36.440163,-14.474249,22.62897,-8.704941,23.430595,3.7175655,34.041935,11.473717,31.363482,2.714775,7.755826,-17.907173,3.7149312,-2.861025,13.931347,-1.1863105,4.366247,1404.876,1935.1597,444.29553,96.62075,93.866646,70.01716,99.28918,136.46144,112.64181,187.05846,186.60991,303.1815,120.8644,56.876183,107.51446,73.500465,30.016005,126.090866,43.21298,23.464865,gabber
i45OsECt.24,0.4226433,0.10454273,0.3221291,0.011938524,3277.7480549183506,1698092.0137239976,3994.660694047865,583122.4377108718,7437.5832889125795,7832285.404385252,0.0537494586220682,0.0010721505989771,-2.038177e-05,0.017218707,170.45454545454547,-74.47434,132.60658,-15.463534,31.928444,-22.70333,28.495028,-7.055169,14.937996,-6.4638867,10.682066,0.43036285,6.180336,2.086264,7.1362653,-0.45166343,1.8444868,-1.8876979,0.045172133,0.10971596,5.0521493,3792.3928,750.2834,329.67676,212.60141,286.918,147.75406,147.79846,115.39945,155.99442,110.272675,98.91299,53.890068,66.470505,75.369255,60.472446,60.092094,55.867653,48.975945,37.008163,61.496758,reggae
EBKVBEwQ.10,0.29429424,0.086801834,0.07877094,0.004478102,3122.6023567660427,3447918.301610464,3358.8128343507733,1558085.399037514,6354.710820895522,15096658.453488989,0.0632058735341151,0.0025841787494522,9.198946e-08,0.0010819109,119.6808510638298,-290.14758,114.51142,-13.658917,19.547781,-18.845076,-14.053213,-52.038506,0.6179795,-14.417768,-15.716151,-9.387425,-13.013662,-20.739805,-2.8585467,-15.480415,-6.427711,-3.4221456,-2.8006132,-11.393332,-3.5008142,18370.682,1249.169,1114.5682,425.73874,372.89273,287.67432,314.9874,283.4354,130.79378,184.24184,99.76173,85.09227,200.33232,176.4938,124.25623,94.79144,58.67678,61.11985,111.47593,91.723915,pop
S8KHiF4U.12,0.52403456,0.06659657,0.1711203,0.0010265543,3166.190700355685,1034150.6565984112,3549.355667441793,230337.3673903896,6630.913512793177,3781282.051913287,0.0689913296242004,0.001730102158028,1.497636e-05,0.004657984,117.1875,-100.614265,150.27554,-32.733055,54.714066,-15.401121,27.070646,-9.391013,14.78554,-7.0266747,7.7999887,6.9710135,-1.7015588,-1.1937555,4.9390273,-7.480073,7.47114,0.09123597,-1.7585129,-2.2240956,1.5895822,958.43915,636.42804,238.60393,302.9247,199.57832,91.67672,134.52141,72.46186,73.49338,77.38984,132.42392,65.02854,45.396454,64.36307,38.42241,41.776802,50.23659,31.122997,38.767006,40.29152,pop
gZCZnqHh.29,0.52718407,0.08728103,0.13674286,0.0025474175,2637.2905135165897,787197.2165471035,2927.2202992648063,234479.8445674303,5005.280517057569,1998974.8615503856,0.0539472697894456,0.0014336557175121,5.4345735e-05,0.0028560201,106.13207547169812,-193.30363,132.88777,-58.083996,57.63322,21.01963,22.45812,10.628511,15.1046505,-0.3880872,7.0953064,9.498688,8.1791525,-1.471108,1.4868664,1.4745802,3.4298408,-1.1381713,0.45495325,-2.1756756,-2.4431152,4265.912,638.5884,651.8849,354.8238,282.1567,144.63396,162.70816,90.0894,101.66008,57.814587,121.00454,85.70144,76.10332,58.488155,59.705097,43.79919,52.38931,46.21082,38.14254,33.53345,hiphop
GqfbR01m.7,0.64528644,0.05062171,0.10723738,0.0008242796,3417.0634660002534,397697.3962984599,2907.565759046589,166405.34809298045,6085.954157782516,1254301.4816404954,0.0876907316098081,0.0010352650170238,-2.8003968e-05,0.0010215092,127.8409090909091,-162.87178,126.823,-78.10083,82.24422,14.312311,27.950169,2.2877276,19.237904,0.73221844,3.7073653,9.440792,-7.014254,6.160427,1.060032,2.4147556,-4.5820675,3.605005,-4.294855,1.0549934,-0.8756172,1549.9408,305.9009,131.22234,163.7891,240.33691,199.39769,65.11476,31.930157,26.54698,34.887417,23.855804,41.206764,27.46832,31.22745,47.97046,24.622963,22.173433,23.971746,24.708118,16.95458,metal
IUFboqDG.21,0.37815344,0.093764044,0.18191841,0.006668936,3214.3014618920847,1024340.6293170404,3492.175211040568,208486.83604128205,6694.779450959489,3358473.1133800424,0.0679210670975479,0.0017406361379704,-3.3243646e-06,0.009875061,125.0,-119.7631,134.15178,-44.541542,48.746063,-16.781494,22.91815,-14.330735,11.239789,1.6406747,2.435703,-2.491436,2.8878632,1.8952122,-3.4301634,-0.075450644,2.4521065,1.4554912,1.3541198,-1.077447,-3.1991227,1620.8236,503.6504,296.6819,195.46455,259.1148,216.93837,210.53941,100.23771,105.29544,127.72908,71.31056,70.44604,64.018265,108.225,91.91893,63.329384,56.318237,52.324776,50.560352,59.26677,pop
0O75cHSx.34,0.5594124,0.07776613,0.2540524,0.0076713846,3879.8368566342256,1617480.1527435316,4441.742938829446,1134446.7672976677,8392.573960554371,12115790.304073082,0.0722708305570362,0.0013588674270243,-4.51344e-05,0.010757105,133.92857142857142,-53.27428,126.55871,-33.48512,28.870348,-2.729019,27.045969,-13.201354,10.238431,-10.299664,14.140218,-12.864552,11.634503,-12.578739,5.2546287,-8.17987,1.2580817,-7.783629,6.446039,-8.539394,2.5144026,4632.9004,1180.8367,439.7728,237.24937,439.45328,146.73262,120.92535,163.66959,129.13885,36.579132,44.214962,82.99875,93.21293,75.98781,189.36214,127.79897,64.42945,46.790062,35.02729,47.14827,hardstyle
1EpnjqEx.8,0.77009547,0.034632366,0.4588897,0.008020119,734.1514530646891,499513.8405750854,1935.2888211079128,224334.4035965425,897.8711353944562,2635423.5469183666,0.0055397537979744,2.9698131254193748e-05,-0.0013604355,0.013225721,133.92857142857142,-273.6719,147.4345,43.524536,61.475918,20.411194,29.43422,34.183025,17.778635,15.940206,2.4787078,13.7190275,12.730087,1.5469859,15.684723,2.509034,3.1969256,10.035215,0.17576769,5.8173943,1.6273218,6844.88,1681.7524,2376.9036,703.41907,325.26227,210.22585,185.42928,95.163025,41.254307,63.50255,46.89515,54.677364,37.52383,28.920008,17.062584,17.13838,16.01448,20.60827,34.666515,54.57429,techno
UwQJGxek.45,0.54870653,0.085605465,0.07972255,0.002895781,2454.267725331234,1524068.5231937612,3186.322875772578,485988.9659985234,4905.983475479744,6634569.044186561,0.0425481409914712,0.0016181209659125,-5.3133048e-05,0.002259844,95.33898305084746,-254.27565,143.21361,-16.739302,45.786648,8.913127,18.210817,-3.2068408,0.06105689,-4.1877093,4.737466,2.7512064,2.8157053,0.38911897,0.16843571,-0.9971169,0.695148,-0.7301206,-1.3631787,0.71716857,1.6237838,4015.0723,1042.0519,586.50415,620.49896,288.26273,230.56346,124.90534,124.83146,97.95007,72.68725,110.07451,59.855858,74.37325,58.031906,66.056656,62.30527,54.0202,40.536667,46.84824,57.45068,hiphop
sDKlnTe0.17,0.7684016,0.029805128,0.42445475,0.0070732837,3369.310598608803,2938139.6517185005,4039.844900604348,969829.2169917376,7245.38579424307,13526153.160855966,0.0353384444962686,0.001063904885032,0.00012974153,0.016431956,137.1951219512195,-82.67949,111.41188,-24.506367,46.55573,-0.111318365,33.150223,2.0049386,28.570852,4.0524716,18.443783,5.3594213,15.741533,1.0305696,10.393498,0.804062,7.6535125,-0.25083822,9.344864,4.4349747,9.155619,6814.155,1892.7448,397.5379,241.13142,144.43936,97.36363,114.184784,47.75839,85.85721,60.325253,48.62142,44.22382,36.62657,34.65059,28.829803,35.788937,49.716175,34.717194,19.066797,35.209564,techno
IohbvrNt.14,0.47671264,0.09857788,0.2235667,0.018258557,2647.8110599068145,2275839.5726063955,3161.884402630131,930236.6174613212,5492.52065565032,9392624.603742786,0.0530154750799573,0.0026482898100605,3.402618e-05,0.007956309,100.44642857142856,-145.32326,144.54631,-15.6846,28.880312,-10.934725,32.51127,-1.1144238,0.14386156,-3.549406,2.3952432,2.5606825,3.2786446,6.5756216,2.8962002,3.617613,3.7421455,2.7884002,6.4046645,2.7411165,-2.0415463,5751.9287,1268.1746,422.7903,765.1402,575.3669,188.90479,117.00065,143.73024,172.83223,140.06187,94.32123,99.32931,84.93036,87.68943,106.7883,48.379025,56.05894,46.744884,73.08314,64.997284,reggae
Gv7LNJfe.14,0.43890384,0.106080465,0.14557332,0.013060905,2610.2624600055506,1551378.138074387,2773.0403778775703,508901.2586710781,5222.314765458422,5506679.816850877,0.0546802122201492,0.0019496910076519,-1.0952801e-05,0.017459003,90.7258064516129,-208.84613,141.0082,-43.25581,29.376974,-18.64639,5.8867397,6.514351,-6.20969,-9.479741,-2.2197077,3.9679995,2.0143323,5.4017677,3.5535142,4.8100495,2.092027,-2.4135299,-4.4611044,0.083894484,0.8095294,4038.8923,834.248,1020.48645,521.60364,473.15598,566.80426,218.48346,200.79245,106.32801,109.82684,154.45102,124.63916,112.2686,111.12247,68.47398,76.47093,69.53614,69.884285,41.977707,70.81967,hiphop
2WJiqMdL.40,0.53413135,0.06587732,0.22899382,0.000860506,2444.729583186613,1605926.5647940985,3481.766511350002,1415786.75118417,5975.263192963753,11484332.708456345,0.0304212753198294,0.0003960823994438,-4.4187123e-05,0.003404211,127.8409090909091,-165.80212,151.2838,14.546377,66.141426,-6.817622,30.374838,-2.2828133,13.282814,-7.738081,8.028912,-0.954918,5.870978,4.867526,4.290172,0.52598184,-1.049643,-2.6107512,8.586068,1.5156146,-0.09020503,5304.47,1474.9899,287.54477,369.1491,772.1891,172.59099,72.88389,129.71855,50.0152,50.025486,116.6352,28.358154,38.312874,49.582264,52.447273,58.056736,49.470196,62.969933,57.020622,41.664516,pop
b787uSY9.33,0.3516274,0.10293755,0.3043368,0.018937133,4375.340470529677,3579935.4388132035,4438.163367957565,923155.9774308364,8854.727478678038,14216004.722965272,0.0866850179904051,0.0036621057157098,-0.00017587986,0.034202944,100.44642857142856,-70.61999,107.564415,-29.799387,14.026558,-34.62787,19.20661,-7.8799496,24.333218,7.559301,25.43452,-2.40687,5.135656,-10.319815,3.086201,1.3089349,16.558352,3.3733346,12.325847,-4.3134074,2.5671892,3049.2297,1275.7078,555.6032,349.63907,156.31816,167.78499,91.25073,87.01941,114.930374,74.04593,75.70915,89.845695,71.628174,55.5943,68.14107,81.925674,110.16903,67.15072,52.497147,45.45375,gabber
5T0ghSm2.19,0.50699365,0.08613199,0.33876535,0.013080334,2929.9317424440715,1723450.6290379297,3707.166859062029,835641.986810962,6740.105277185501,9101018.47822242,0.0441514525586353,0.0010335310229267,0.00021948389,0.014405015,104.16666666666669,-107.66795,129.37291,-13.192905,54.18258,-12.911972,20.955532,-7.7478037,20.513765,9.829477,2.2353556,4.7630396,9.648802,-3.421294,4.831957,1.3399374,0.5838399,-0.11580952,4.8426337,-3.314413,-0.28817925,4324.607,850.5729,666.754,252.90558,466.77567,291.26733,211.07594,124.41161,216.45752,243.72583,130.65356,101.52357,98.37931,82.057816,77.869896,91.94533,63.962795,61.471073,111.01266,102.14949,pop
EFaosVob.32,0.45457092,0.08498132,0.115682006,0.002866289,2052.395154247152,468132.6251672223,2712.0507941061524,137942.77672808903,4088.319562899787,1645655.0515142812,0.0420806819696162,0.0009039752747116,-4.951439e-05,0.0039255843,160.71428571428572,-202.45616,167.24496,-28.855768,45.094982,8.773597,15.08043,11.774574,-4.4052105,-11.772675,-1.504866,12.464068,2.2203548,3.2186193,-0.98099613,-3.3983943,2.133973,-3.9165757,0.35663843,-2.7374222,-1.0624831,4099.0117,393.58383,650.51556,388.605,261.2793,120.04521,78.590645,91.601845,58.004204,48.104424,36.387096,60.004288,76.86871,39.57203,42.3102,77.71912,44.38514,61.85571,51.850525,36.054672,reggae
2LQSLt8K.40,0.64022493,0.06495437,0.28385323,0.013978877,1602.5609240022409,1628530.6431283525,2576.376350531404,1423917.1661508554,3315.2818496801706,10484705.232102936,0.0177530317164179,0.0002756473712552,9.9056146e-05,0.014154538,125.0,-191.52235,173.82527,26.527431,35.092876,-0.10674073,19.815844,-3.2540379,8.8782835,2.432235,3.289231,4.7873898,7.311726,7.6585546,9.761991,7.9711957,6.1671576,0.5822497,3.7334383,7.470327,2.1359727,6565.548,1621.2218,740.3103,1121.1335,457.46188,416.07187,146.21082,198.26016,140.22916,95.02449,69.52264,73.0772,83.32828,94.961395,61.704483,58.067905,45.168827,28.360504,30.066805,37.16307,house
JpNIukBL.24,0.4863998,0.09239204,0.22716913,0.0063063176,3541.7324966964125,1120957.8526103597,4040.876335533522,488621.6948880352,7849.313699360341,5928980.083112568,0.0634734391657782,0.0010652770776536,4.1713218e-05,0.0077005406,114.79591836734694,-96.24764,126.55875,-26.909828,43.8857,-22.985348,18.15807,-7.721396,26.154203,-4.386993,11.908125,2.2294896,10.872645,-0.4016435,6.132339,-2.9708874,0.9275191,0.994676,6.2356515,4.684056,-4.146451,4784.465,556.04175,475.1453,235.90588,348.8488,203.83755,155.06189,166.90819,123.9894,123.13015,112.8012,100.843666,92.42517,89.70687,74.334595,70.89062,60.502514,77.548805,84.44305,85.65044,reggae
KofpLu6F.54,0.4946864,0.059704747,0.304621,0.00089647074,3144.015710602702,214204.99954033256,3333.5496624860148,192296.76377993904,6722.514658848614,1460203.659083492,0.0735316164712153,0.0001722750711297,2.8683138e-05,0.0139324395,122.28260869565216,-19.548758,160.89825,-62.293877,62.10505,-25.18596,31.722382,-13.77558,13.062383,-6.2579355,5.1989293,0.56942314,2.8179958,3.441265,2.4048254,7.1207023,1.3598357,1.9081435,-4.355369,-0.20915021,-1.2868663,206.93001,264.3408,122.58232,53.727077,50.08493,61.65515,64.704575,68.20739,35.941216,42.14853,23.329054,30.566141,21.782906,23.323223,22.38282,24.130116,24.926579,19.254807,20.606852,27.808184,metal
SLqQjhMS.14,0.7245812,0.046774987,0.41928056,0.021654405,1870.0822888897287,4061958.399462932,2056.3631351474846,1472544.5109620206,3449.960021321961,13557965.833289765,0.0372426372601279,0.0041487715473551,-6.994133e-05,0.024305312,127.8409090909091,-205.1373,131.42143,5.6904984,60.99865,15.277921,31.437578,17.482676,11.435175,13.905396,0.9902536,12.33757,5.2897654,9.259273,5.9754205,2.437254,6.33758,-1.2238946,5.5931463,3.2180233,6.3901157,14002.514,4184.524,4090.5864,1871.0316,512.78296,272.91992,153.47115,119.134544,93.96416,169.07481,65.88973,72.85128,65.16291,48.98165,58.88607,43.677116,84.48806,43.220425,45.38099,64.01872,house
